,书名,价格,作者,出版日期,出版社,评分,评论内容,评论数,链接
302,夏洛的网,17,"[美] E.B.怀特 , 任溶溶 ", 2004-5 , 上海译文出版社 ,8.6,一个蜘蛛和小猪的故事，写给孩子，也写给大人。在朱克曼家的谷仓里，快乐地生活着一群动物，其中小猪威尔伯和蜘蛛夏洛建立了最真挚的友谊。然而，一个最丑恶的消息打...,32470,https://book.douban.com/subject/1036274/
303,NULL,330,"[美]乔治·R.R.马丁 , 谭光磊、屈畅、胡绍晏 ", 2013-10-1 , 重庆出版社 ,9.5,《冰与火之歌》（A Song of Ice and Fire）是由美国著名科幻奇幻小说家乔治·R·R·马丁（George R.R. Martin）所著的史诗...,4566,https://book.douban.com/subject/25826936/
304,生死场,11,萧红 , 2005-5-1 , 人民文学出版社 ,8.2,《生死场》是萧红一部传世的经典名篇，它对人性、人的生存这一古老的问题进行了透彻而深邃的诠释。这种对人生的生存死亡的思索，超出了同时代的绝大部分作家。鲁迅称它...,9526,https://book.douban.com/subject/1317899/
305,一句顶一万句,45,刘震云 , 2016-8 , 长江文艺出版社 ,8.9,本书是著名作家刘震云先生参磨四年的杠鼎之作。被北京五大评论家誉为“中国的《百年孤独》（诺贝尔获奖作家马尔克斯的作品）” ，是刘震云迄今为止最成熟最大气的作品...,4281,https://book.douban.com/subject/26877012/
306,献给阿尔吉侬的花束,36,"[美] 丹尼尔·凯斯 , 陈澄和 ", 2015-4 , 广西师范大学出版社 ,9.0,很多人都笑我。但他们是我的朋友我们都很快乐。—	以《献给阿尔吉侬的花束》原著改编，野岛伸司编剧、山下智久主演的TBS日剧于2015年春季开播—	《24个...,8743,https://book.douban.com/subject/26362836/
307,NULL,29,"[日]太宰治 , 高詹灿、袁斌 ", 2013-4 , 天津人民出版社 ,8.4,日本“无赖派”文学大师太宰治最全代表作集结！津轻偶像极作一次性补完！录 《人间失格》由台湾著名译师——高詹灿 倾力译出！及 知名日语文学译者——袁斌...,4570,https://book.douban.com/subject/24226728/
308,我的职业是小说家,45,"[日] 村上春树 , 施小炜 ", 2017-1 , 南海出版公司 ,8.3,《我的职业是小说家》是村上春树首部自传性作品，历时六年完成。一个人，写作三十五年，十三部长篇小说，超过五十种语言译本。虽然拥有享誉世界的知名度，但关于村上...,13555,https://book.douban.com/subject/26889236/
309,NULL,20,"[法] 阿尔贝·加缪 , 顾方济、徐志仁 ", 2003-05 , 译林出版社 ,8.5,本书收录了法国现代著名存在主义文学家加缪的两部作品：《鼠疫》与《局外人》。这两部作品同是加缪最重要的代表作，均被列为现代世界文学名著。《局外人》写的是人在荒...,7025,https://book.douban.com/subject/1056023/
310,彷徨,0,鲁迅 , 1973年3月 , 人民文学出版社 ,8.9,《彷徨》收入鲁迅1924年至1925年所作的小说，首篇《祝福》写于1924年2月16日，末篇《离婚》写于1925年11月6日，实际的时间跨度是一年半多，19...,14902,https://book.douban.com/subject/1449348/
311,生死疲劳,39,莫言 , 2006-1-1 , 作家出版社 ,8.2,莫言怀抱华美颓败的土地，决意对半个世纪的土地做出重述。莫言郑重地将土地放在记忆的丰碑前，看着它在历史中渐渐荒废并确认它在荒废中重新获得庄严、熔铸、锋利。...,11102,https://book.douban.com/subject/1465007/
312,企鹅经典：小黑书 第一辑,149,"[意] 薄伽丘、[美] 埃德加·爱伦·坡、[俄] 安东·契诃夫、[法] 居斯塔夫·福楼拜、[日] 吉田兼好、[俄] 列夫·托尔斯泰、[奥地利] 莱内·马利亚·里尔克、[日] 芥川龙之介、[英] 托马斯·哈代、[英] 威廉·布莱克 , 文洁若、草婴、冯至、马爱农、余西、文东、文铮、王金霄、汝龙、张玲、张扬、谢万容、张炽恒 ", 2018-11 , 中信出版集团 ,8.6,《企鹅经典：小黑书》是企鹅出版集团在成立80周年之际开始推出的系列“文学册子”，选目磅礴丰富，跨越时间与空间的束缚，寻找传世之作。此次出版的中英双语版本，从...,679,https://book.douban.com/subject/30301376/
313,人类的群星闪耀时,18,"[奥] 斯蒂芬·茨威格 , 舒昌善 ", 2004-8 , 广西师范大学出版社 ,8.7,《人类群星闪耀时》由奥地利著名小说家创作。《人类群星闪耀时》内容：涌动着匪徒、探险家、叛乱者兼英雄血液的巴尔沃亚成为第一个看到太平洋的欧洲人；仅仅一秒钟的优...,15207,https://book.douban.com/subject/1083762/
314,悲惨世界,110,"[法] 雨果 , 李丹、方于 ", 2015-6 , 人民文学出版社 ,9.6,《悲惨世界(上中下)(精)》是雨果在流亡期间写的长篇小说，是他的代表作，也是世界文学宝库的珍品之一。《悲惨世界(上中下)(精)》通过冉阿让等人的悲惨遭遇以...,1302,https://book.douban.com/subject/25897657/
315,芒果街上的小屋,24,"[美国] 桑德拉·希斯内罗丝 , 潘帕 ", 2006-6 , 译林出版社 ,7.8,《芒果街上的小屋》是一本优美纯净的小书，一本“诗小说”。它由几十个短篇组成，一个短篇讲述一个人、一件事、一个梦想、几朵云，几棵树、几种感觉，语言清澈如流水，...,46574,https://book.douban.com/subject/1794620/
316,曾国藩传,68,张宏杰 , 2018-12 , 民主与建设出版社 ,8.4,曾国藩，没有显赫的家世，天赋堪称晚清同时代大人物当中最差，却官至两江总督、直隶总督、武英殿大学士，在复杂的时代变局中超越众人，成就最大，被誉为大清“中兴第一...,1261,https://book.douban.com/subject/30377678/
317,绿毛水怪,30,王小波 , 2009-1 , 时代文艺出版社 ,9.0,《绿毛水怪》作者王小波的作品一直盛行不衰，王小波的小说在世界文学之林中创造出属于他的美，这美就像一束强光，刺穿了时间的阻隔，启迪了一代又一代刚刚开始识字读书...,10450,https://book.douban.com/subject/3518332/
318,鱼王,78,"(俄罗斯)维克托·阿斯塔菲耶夫 , 夏仲翼 ", 2017-4 , 理想国 | 广西师范大学出版社 ,8.9,长篇小说《鱼王》是维克托·阿斯塔菲耶夫最具个性的一部代表作，俄罗斯当代文学的经典。全书由十三个内容相对独立的“叙事短篇小说”组成，全部围绕着人与自然的关系...,2992,https://book.douban.com/subject/26853356/
319,岛,28,"[英] 维多利亚·希斯洛普 , 陈新宇 ", 2009-4 , 南海出版公司 ,7.7,多年来，阿丽克西斯发觉母亲总是过分守护着自己的过去，不仅掩埋了自己的根，还把上面的泥土踩得结结实实。阿丽克西斯决定打开母亲尘封的过去。她来到爱琴海的布拉...,33449,https://book.douban.com/subject/3673651/
320,一只特立独行的猪,35,"王小波 , 新经典文化", 2017-4 ,北京十月文艺出版社 ,8.6,王小波杂文精选集，逝世二十周年精装纪念版！幽默中充满智性，扛起一面自由、独立、理性的精神旗帜！——“我觉得黑色幽默是我的气质，是天生的。”【内容简介】...,3383,https://book.douban.com/subject/27013708/
321,全能侦探社,49,"[英] 道格拉斯·亚当斯 , 姚向辉 ", 2019-1 , 浦睿文化·湖南文艺出版社 ,8.1,一部融合侦探、灵异、恐怖、推理、穿越、言情、喜剧与史诗的卓越大作。——道格拉斯·亚当斯一只死猫、一位电脑神童、一个相信世界是粉色的电僧、一个活了两百多年...,834,https://book.douban.com/subject/30325325/
322,动物凶猛,15,王朔 , 2004年02月 , 中国电影出版社 ,8.3,他们逃课、泡妞、打群架，他们由于“不必学习那些后来注定要忘掉的无用的知识”而使自身的动物本能获得了空前的解放； 他们深知自己的未来已被框定于固定的范畴之内，...,23548,https://book.douban.com/subject/1143694/
323,生活在别处,25,"[捷克] 米兰·昆德拉 , 袁筱一 ", 2004-5 , 上海译文出版社 ,8.4,《生活在别处》是一个年轻艺术家的肖像画。昆德拉以其独到的笔触塑造出雅罗米尔这样一个形象，描绘了这个年轻诗人充满激情而又短暂的一生，具有“发展小说”的许多特点...,26990,https://book.douban.com/subject/1013225/
324,给青年诗人的信,15,"[奥] 莱内·马利亚·里尔克 , 冯至 ", 2005-10 , 上海译文出版社 ,9.1,《给青年诗人的信》，辑录里尔克在一九○三至一九○八年间写给渴望成为诗人的青年卡卜斯的十封信。这些信是里尔克对创作的思考，更是对艰难、寂寞、爱等人生问题的解答...,4266,https://book.douban.com/subject/1438816/
325,青铜葵花,18,曹文轩 , 2005-4 , 江苏少年儿童出版社 ,8.7,这是一个男孩与女孩的故事。男孩叫青铜，女孩叫葵花。一个特别的机缘，让城市女孩葵花和乡要男孩青铜成了兄妹相称的朋友，他们一起生活、一起长大。12岁那年，命运又...,4940,https://book.douban.com/subject/1318622/
326,黄金时代,35,"王小波 , 新经典文化", 2017-4 ,北京十月文艺出版社 ,8.8,【内容简介】写出《黄金时代》之前，我从未觉得自己写得好。——王小波本书收入王小波颇负盛名的三篇小说《黄金时代》《三十而立》《似水流年》，其中《黄金时代》...,2433,https://book.douban.com/subject/27013741/
327,NULL,49,"罗伯特・麦基 , 周铁东 ", 2016-1 , 天津人民出版社 ,9.3,【内容简介】麦基的《故事》是一本被影视圈奉为圣经的编剧书，讲述故事创作核心原理。越来越多小说作家、文案策划和商务人士也开始研习其中的讲故事技巧。你可以把它...,1393,https://book.douban.com/subject/26717137/
